"ID","question"
"1377","I take Minidril and forgot my tablet 11th Sunday at 21h, knowing that I had a report Sunday morning. what are the risks if you please, I know there is, but how much?"
"1378","currently in my 6th month of pregnancy, I suffered for several nights of calf cramps. is what you can advise me a treatment to alleviate or even make them disappear?"
"1379","Arnica montana what dosage?"
"1380","Why gynecologist prescribed for my patient that makes spoting with all pills from stopping breastfeeding 3 months ago: 2cp / jr tronordiol for 3 cycles?"
"1381","stop Deroxat: what's happening?"
"1382","safflower oil can burn fat ??"
"1383","how long the antibiotics stay in the body?"
"1384","do macrogol has a laxative effect?"
"1385","duphaston is what requires a prescription?"
"1386","A patient wants to know if he can take alcohol along with its treatment Amoxicillin Mylan 1g"
"1387","jasmine, who can tell me more?"
"1388","Third reminder Prevenar ??"
"1389","My husband takes the pill every other day because he thinks it is better to be as in contraception. Is it dangerous?"
"1390","is that antidepressants and weight are compliant?"
"1391","can we say that Nexavar is a treatment that is similar to chemotherapy? is it as effective as they say? Thank you for answering me"
"1392","have you ever stopped and taken an anti-depressant and how long to have very positive effects?"
"1393","A dose of fosfomycin in a bag a week for 6 months is repaid?"
"1394","At what age can you give 10g Forlax?"
"1395","what to replace the Depakine?"
"1396","I am under 25 Levothyrox mug for 6 months, I see heart accelerations, there are other medications that I can talk to my doctor?"
"1397","magnesium and its adverse effects?"
"1398","prozac and pregnancy?"
"1399","Seroxat 1 year and every time flat, what to do?"
"1400","alcohol and Seroxat ??"
"1401","estradiol in leeloo is it natural?"
"1402","difference between citalopram and paroxetine?"
"1403","1/2 life Tetralysal"
"1404","Champix + pregnancy?"
"1405","I'm weaning Divarius. this will do 10 days since I stopped this medicine. yet I am suffering from dizziness, flushing and heavy anxieties, this when my morale is good and stable. is it due to discontinuation of the drug?"
"1406","Magnesium, how long for a cure?"
"1407","Lithium is it effective in the treatment of bipolarity?"
"1408","Withdrawal effects of Valium?"
"1409","stop diane 35, your rules?"
"1410","I use allium and ipecac made for baby, but I do not know which is useful for runny nose and which is useful for coughs?"
"1411","why do I get my period the day after the removal of NuvaRing?"
"1412","is that it is safe to take paracetamol 200mg in one shot?"
"1413","What pontalgine?"
"1414","is it possible that a single dose of Seroplex irreversibly affects libido?"
"1415","I MICROVAL pill sore breasts a report ??"
"1416","How long does the patch evra to act?"
"1417","Revaxis for a 3 year old ??"
"1418","Mélodia who knows?"
"1419","natural progesterone instead Androcur?"
"1420","atarax prescribed for an allergy to iodine ??"
"1421","childbirth can it be said against because of premature?"
"1422","can someone tell me if I can replace the kardégic taking harpagophytum?"
"1423","Minesse, loss of libido and dryness?"
"1424","I had to stop Seroxat. it's been a month now, but I have persistent symptoms, and quite disabling: Wholesale dizziness, difficulty in concentrating on things, like having trouble breathing or having to make the effort to breathe .. I take some Valium when it happens, but the symptoms persist! Are there alternatives?"
"1425","I wonder how long after ingesting the donormyl this is effect?"
"1426","I take Minesse for over 3 months and I have pimples on the face, is what it has to do?"
"1427","Do you know how many drops in a single dose Mydriaticum?"
"1428","I take fluoxetine 20mg for 3 months and I feel very bad, is this normal?"
"1429","addicted to immovane that do ?? change ?"
"1430","Is it possible to accumulate chips in 35 diane?"
"1431","I have to take Seroxat 2 a day, the shrink told me to take one in the morning and one at night. while on the leaflet is written to take the entire dose in the morning."
"1432","anyone know if Cialis is available in Quebec?"
"1433","I forgot to take the last pill of my pack. I made myself more than 12 hours and I have therefore not taken. and I have not chained with the next pack .. I do not know when to resume my pills?"
"1434","what are the side effects of Enantone?"
"1435","Seropram and weight gain?"
"1436","I take cycleane 20 and I've never had a problem but I had to have my rules Tuesday and still nothing .. can we be pregnant while taking the pill?"
"1437","is what it is inappropriate to take against the charcoal when you take the pill?"
"1438","I'm pregnant, I was taking a treatment against cholesthérol and also of Champix, two drugs against specified !! I stopped after about 20 days of pregnancy, is that the risk is important so early?"
"1439","I asked knew me xanax 0.25 three times daily gave side effects"
"1440","How to know if you can deliver escitalopram treatment atarax spouse?"
"1441","after treatment at 3semaines Seroplex it does any more effect I become aggressive, suicidal, stuck, how do?"
"1442","is anyone know syrup ""stimunal""? it seems that ca be the hoemopathie?"
"1443","I went to my gynecologist yesterday and she gave me a free sample of the NuvaRing. how should place it exactly? how to be on that was positioned next?"
"1444","child with a sore throat and is allergic to amoxicillin and macrolides josacyne: what else?"
"1445","I was under Minidril for 6 months, then for a month Trinordiol that made me take in seven months ten kilos and increase my cholesterol above normal .. do you think that cholesterol is linked to taking Minidril & Trinordiol?"
"1446","Cartrex it can be precrit in osteoarthritis?"
"1447","hello all !! here I have just a small question..je takes the pill Mercilon for a week and my period usually lasting 5 days are tjrs not finished even if they become little abondantes..est it normal that the pill has increased the length of my period ?? thank you in advance !!"
"1448","I use a vaginal ring. I'm supposed to be removed but it is that I have my rules again .. what should I do? remove, recover directly a June 1?"
"1449","Citalopram can cure stress ??"
"1450","Serc 24mg it is equivalent to 24 mg Betaserc?"
"1451","There are 7 years, I have an autoimmune disease that antibodies attack the platelets in the blood. I was ""treated"" by infusion, the problem is more manifested for 6 ½ years. do I now get vaccinated without problems?"
"1452","c Méliane. While it's a pill for ""teen""?"
"1453","What's the xeroquel?"
"1454","RotaTeq Prevenar Pentavac outdated? having spent 20 hours at room temperature it makes them unusable vaccines?"
"1455","hello all I would like you to give me advice on my situation. I'm depression since 2011 I had three different anti depressants. I started with the zoloft, then exchanged against the Seroplex, then another I can not remember the name and I handed over Seroplex. the same problem every time is that the drug is effective after 3/4 days and I do not feel anything and I plunged back into darkness .. what should he do? is it normal? anyone have this problem? because it starts to get tiring and I think we can ever cure me of this depression. that's my impression .. (I said that when you increase or decrease the dosage does not change anything either ..)"
"1456","Rouvax still marketed?"
"1457","Hello everyone! I actually just looking for a know What are some products (ie is just curiosity ..) casein? the amino acids (we found them, or natural?) glutamine? and BCAA? if one knows qql has what all these ca stuff would be cool .. m finally ca is the curiosite..coller no shortcut to the sale of online ca m not interress !! thank you and good big weekend !!"
"1458","to complete a medical record, I am asked to do Pentacoq ror and vaccines and a tuberculin test. is it possible to make the same time?"
"1459","I took the first pill of my plate (daily age) but I have not been able to take the following 3. What to do now?"
"1460","surgestone: génériquable?"
"1461","What key drugs can cause a stroke?"
"1462","the gynecologist prescribed me flagyl eggs take 10 days to the evening. I wonder if I should continue taking them during menstruation?"
"1463","I am currently treated by Levofloxacin Mylan and I feel since yesterday blocking the calves and Achilles tendon, what to do?"
"1464","dtp vaccine finally available ??"
"1465","is that I do not risk my problem worse drought vagina if I take a dose pill?"
"1466","What difference is there between adrigyl and zymaD?"
"1467","Ibuprofen may be prescribed if chickenpox or varicella suspicion?"
"1468","Can we deliver uvesterol adec?"
"1469","forgets 2 pills during the second week, what to do?"
"1470","duphaston -it may have to impact the appearance of tubercles montgomery on the breasts and make them darker + ?? a j + 7 ovulation ??"
"1471","I start a new pill for 11 days Moneva but the problem is that I have horrendous pain in the lower abdomen and chest that will not stop inflating is this normal?"
"1472","I reduced the dosage or if I push the time of xanax I have blurred vision and have the feeling of being drunk, normal?"
"1473","dtvax: this vaccine contains mercury and aluminum?"
"1474","I am pregnant and I am almost 6SA under Levothyrox for 1 year. do I need to increase the dose of Levothyrox?"
"1475","I take continuous varnoline. I have brown discharge by time and pain in the lower abdomen, is it normal?"
"1476","gardasyl ?? concer of vaccine against cervical"
"1477","Levothyrox & pregnancy?"
"1478","Eucaliptine she is suppository?"
"1479","vastarel 20mg treats hearing disorders?"
"1480","what are the risks of taking a 100mg overdose doliprane?"
"1481","pain copper IUD, and you?"
"1482","I have an ear infection and the doctor prescribes me Pyostacine of antibiotics. after 4 days of use I have small red pimples, white on the inside, on the décolté, neck and face. Is this normal?"
"1483","Lyrica is he against-indicated in pregnancy?"
"1484","I intended to have a child, my gynecologist gave me to take folic acid every morning pendent 99 days. I ovum next week and I'll make an attempt. Is this drug will already be effective if I get pregnant?"
"1485","I take the pill Harmonet and I still have to take only 1! 2- 3 days off since I have marons losses. Is the adaptation?"
"1486","stresam compatible with xanax?"
"1487","I am under Seroxat for depression for a week (1/2 cp morning), and I have a big problem with anguish the night, I wake up in a panic, palpitations, cold sweats. What are the side effects?"
"1488","do-my taking Seroxat risk of jeopardizing the proper development of the fetus?"
"1489","Can I take the efferalgan being pregnant?"
"1490","What generic for Inexium?"
"1491","tendinopathy with oflocet?"
"1492","Does the specialty Biogaran Risperidone may be prescribed for a nursing woman?"
"1493","What precautions are required when the first dose of Gilenya?"
"1494","vaccine against gastro?"
"1495","luteran: side effects?"
"1496","= augmentin itching and hives?"
"1497","zoloft for tocs?"
"1498","Nexplanon: loss of libido?"
"1499","Is it possible that mianserin is linked to my acne breakout?"
"1500","propecia is there a hair fall?"
"1501","is it normal that after my treatment duphaston appeared to me in the neck hairs?"
"1502","hello, here I just had my first child, and do not support the pill (Cerazette put out, but frequent forgetfulness too) or implant, I switched to copper IUD, knowing that the hormones would not have me agreed. short, poses very little painful, but then pain for 3 days rule, poorly tt night (I've since February 4th !!), and especially since I have, I do not bleed but loses huge blood clots that sometimes I have to remove myself as too big (pardon me the details ..) !! it has happened to one of you? do you think this is normal .. thank you in advance!"
"1503","I itch with Valium, is this normal?"
"1504","What does the depakote helpful?"
"1505","here is infact I wanted to start taking the pill, I buy and is expected to have my period to start taking it, I had only one report risk with my boyfriend two days before my rules. I had is is normally I start taking the pill but I have doubt I said I'm just being pregnant because I had a report unprotected. so I want to test my plate but ends tonight I will have to have my artificial rules. Can I do a test anyway?"
"1506","the donormyl can it kill?"
"1507","Can we take salbutamol during breastfeeding?"
"1508","es it serious to chain two wafer Minidril?"
"1509","What is the dosage of seresta?"
"1510","I made a huge anxiety attack. before the Valium calmed me, now it does more effect! can you tell me what to do in these cases?"
"1511","My gynecologist has just given me Cerazette: y t bcp there any side effects? weight gain? decreased libido?"
"1512","fucidin leo? It exists ?"
"1513","I am the second plate 35 of diane I've never forgotten tablet, and I do not understand why I have small bleeds every day. Is this normal this bleeding without sex ratio ..?"
"1514","My doctor told me that the Lamaline going to put me in the VAPS, but the opposite is happening, I'm so tense and hyper active since, is that normal?"
"1515","Two passed me I removed my evra patch, I have a concern I bleed. Why?"
"1516","What dose of fusidic acid is found in fucidin leo?"
"1517","what is the generic version of Depakine?"
"1518","Seroxat, what dosage?"
"1519","how to take the mother tincture?"
"1520","zyprexa. danger or not?"
"1521","I took two months of luteran; my rules were gone but I bear to hurt this medicine. so I stopped, since I have my rules that have returned but they last for more than 10 days with blood clots .. who would have experienced this concern?"
"1522","I am under beta blockers treatment, but I could not continue this treatment during pregnancy. how to continue treatment?"
"1523","leffexor stop after several months of treatment ca can make you sick? ca will last longtps you think ??"
"1524","Solian 100mg how long to act?"
"1525","mildac génralisée for anxiety?"
"1526","do Ritalin requires a prescription or one can buy without a doctor's prescription?"
"1527","Calendula is effective under what conditions?"
"1528","effexor, alprazolam, the descent?"
"1529","progestogel: Effective against what?"
"1530","you know if it is possible to inject the vaccine elsewhere than in the arm?"
"1531","What do you think of St. John's wort for mild depression?"
"1532","Are there any incompatibilities between atorvastatin and esomeprazole?"
"1533","I wanted to know if anserine makes you fat?"
"1534","What is ginseng as medicine?"
"1535","when should we take Inexium?"
"1536","evra patch: is what can put a band-aid?"
"1537","surgestone: system knows ??"
"1538","What is the dosage of a homeopathic medicine tincture?"
"1539","How long is Rotarix?"
"1540","I would like your opinion on Cerazette. y t bcp has side effects (aside anarchic bleeding)? weight gain? decreased libido?"
"1541","I recently switched pill, I switched to Trinordiol tricilest. I chained the pads, but I have spotting and since it does not stop. I take the pill until Thursday and so I should have my period at that time. do the spotting will cease qd I will take my pill?"
"1542","I take Paxil for 5 months and I gonfe, while I have always been thin?"
"1543","Clamoxyl he causes unusual fatigue?"
"1544","What are the secondary effects of Plaquenil?"
"1545","I have suffered a medical termination of pregnancy is 20 weeks for a crack in the amniotic sac. since I IMOVANE takes all night. is what IMOVANE can reduce the chances of getting pregnant because since my img I do not get pregnant"
"1546","Is xanax causes effects?"
"1547","I take my pill Mélodia between 8am and 10am. and now I have taken at 15h. from what I understand I'm still protected, but I would be safe"
"1548","since taking Triela every night around 3:30 I excruciating nausea .. is that gonna duration throughout taking the pill?"
"1549","as diane 35 is a higher dosage, I wonder if this symptom (pain below the belly) is normal?"
"1550","you also have repetitive ideas with abilify?"
"1551","My doctor told me it was 1 month since we can not find the vaccine against the dtp in France. do you know where I could still find (but without pertussis) ?? even in another country ??"
"1552","A patient presents with an order of + relvar incruse pulmonologist and an order of general spiriva + seretide, what should we do?"
"1553","Is it possible to be pregnant despite a copper IUD?"
"1554","it is long retains Ventolin if already used?"
"1555","jai a small chest. Would there be a way to make it grow a little?"
"1556","The increase Seroxat can it be because of anxiety?"
"1557","is it possible to use the eggs of gynopevaryl during pregnancy?"
"1558","I take as a pill Harmonet. I about 2:30 p.m. late. I am in the end plate. on the note they say ds the case of end plate, it is necessary to chain with another wafer directly. Am I still protected?"
"1559","Cerazette and weight gain ??"
"1560","you know a pill for migraine, which does not faot gaining weight and is reliable? because I have a copper IUD for 3 months but gygy takes me tomorrow and let me know what contraceptive take (I already had cycléane, Harmonet, Minidril, MICROVAL) if you too are migraine, what is your contraceptive? thank you"
"1561","My girlfriend Harmonet take every other day, that to he an effect on efficiency?"
"1562","I have a problem I have not slept with me and I forgot my pill plate (jasminelle). has instead I found an old plate (Diane 35) and I took the pill missing. what to do? I have to continue until the end of jesminelle late or when I have to take the pill the next day because he is a risk anyway?"
"1563","is that there are drug or cream for joint pain?"
"1564","I am under Harmonet we just prescribed me norset and Stilnox. is that such drugs can play it on the contraceptive effect of the pill?"
"1565","My doctor prescribed me of zoloft because I do a lot of anxiety and fear was always sick. when it stops it makes what?"
"1566","Seroxat?"
"1567","crohn's disease, or remicade humira?"
"1568","my gynecologist asked me an implant (Nexplanon) and since a few days I noticed that my chest was bigger, my breasts are really swollen and painful. J stays pregnant ago 5 months and I lost it, is this normal?"
"1569","my baby 2 months and half took the vaccine against pertussis. after the vaccine he made a persistent crying syndrome. These side effects are a result of it the vaccine?"
"1570","I am under luteran since lontemp tonight I took a 20h and 21h I vomited was. what should I do ?"
"1571","my doctor prescribed 10mg Seroplex. Has an effect the day after or gradually?"
"1572","is that you know which French pill I can take that is close to trinessa?"
"1573","I takes lutenyl for 4 months and I read on the forums and on the internet that this drug could be dangerous if taken long term. Is it risky?"
"1574","I recently read that one should not associate paroxetine and tryptophan, I take paroxetine and I like to know how one can consume tryptophan without risk of serotonin syndrome?"
"1575","Is it replaces cardensiel, and if so by what generic?"
"1576","What is a mother tincture homeopathic medicine?"
"1577","What is the generic taret?"
"1578","hello .. I am writing still being on the shock. depo provera use my girlfriend for almost a year and everything has always been. she decided there are about 3 months it was going to be that last injection. short. So she told me that his future would have been injected to the end of June and then condoms would be needed again. knowing that it's not bad in the dates, since a few days I thought to have a discussion with her about it .. and here she comes up with a pregnancy test positive. is it possible? I thought it was very long before having children after using this birth control? ps this is still very new and I have not been able to talk to her .."
"1579","abilify it can cause psychosis?"
"1580","I take hydorcortisone since 2 months. I swells! Is this normal?"
"1581","spasmine & ARCT?"
"1582","For arpagophitum birch sap and what side effects to wait?"
"1583","What spiroctan?"
"1584","Stodal cough syrup?"
"1585","I just touch my arm after my vaccine against tetanus, and I feel the bubbles move in my shoulder, should I do anything?"
"1586","Ixel makes you fat ??"
"1587","I take Trinordiol and I forgot to take my pill yesterday (tablet of the second color) should I take two at once?"
"1588","What to do when a doctor prescribed the Mifegyne?"
"1589","Is there any special risks when taking a both Valium and Seropram?"
"1590","diane 35 to 16 years ??"
"1591","Seroxat til a anxyolitic effect ??,"
"1592","little question about exacyl"
"1593","I currently taking Cerazette. I would first like to know how to pass yaz?"
"1594","It is well tolerated cytotec?"
"1595","My doctor gave me command of Deanxit for my anxiety. I finished the box, I wanted to know if I could drink tea at St. John's wort?"
"1596","I forgot my pilulle Thursday night, so I've took 2 Friday. today Saturday I bleeding when platelet me ends next Friday !! What to do?"
"1597","I wanted to know if the taking Cerazette could lead to a weight gain?"
"1598","Hello! I had to stop taking St. John's wort (against indication with the pill) and I want a drug with an effect similar to a slight depression with anxiety not bad (but not too sedative !!) someone to know it? I bought hops to try, but it's more anxiolytic .. has anyone tried? How does it feel? thank you in advance! see you soon!"
"1599","A pharmacist from the Saint Anne Armies Instruction Hospital asked whether a vial vincristine remained about 1:30 between 8 ° C and + 25 ° C after reconstitution is still usable?"
"1600","do you know if it is possible to make several vaccines on the same day? How long should one wait between different vaccinations?"
"1601","how to stop methadone?"
"1602","What is the price of Biogaran generic Mercilon?"
"1603","Why use largactil?"
"1604","I take the yaz pill for several months now and this month, my periods were very very scarce: this is what has happened to you before? Is it a sign of pregnancy?"
"1605","if I want diane act faster is that the efficiency will be better by linking 2 plakettes?"
"1606","Hello, I just got to the last step copper IUD but the other. besides the fact that I made a malaise I'm afraid I made a mistake in reading all the consequences: weight gain, acne. I took the pill for years, if I stand it well, this does not mean that it will be the same for this type of IUD? Thank you for your answers"
"1607","Stilnox and air travel?"
"1608","intralgis and lactation ??"
"1609","the celestene is a corticoid. I hesitate to give to my son aui is also under homeo treatment. the corticosteroid does it really reverses the effects of homeopathic granules? I'd like a wise answer if possible and not mere opinions on the subject. thank you pr your answers and help."
"1610","My nausea are they caused by St. John's wort or Seropram?"
"1611","I take Imodium regularly and I just found out I'm pregnant. Is it serious ?"
"1612","is there any indication against Lycopodium?"
"1613","for that which makes mandatory vaccines in their doctor and not pmi they are reimbursed 100%?"
"1614","is what I could make discomfort taking NorLevo ??"
"1615","valium how many drops in a bottle ??"
"1616","I just take the first gen daily pill. I would like to know when it takes effect?"
"1617","cb tps take gelsemium?"
"1618","I was given for the rhinureflex treated me after I have fever, appearance of small button, they are the side effects?"
"1619","Weight gain with anafranil, is this normal?"
"1620","I am under Cerazette non stoop since June 08. I had very painful rules, I have sore breasts, poorly in the lower abdomen, I have white discharge, is what I have to worry about me?"
"1621","luteran pdt 20 or 21 days ??"
"1622","ror and priopix the same thing or not?"
"1623","liphanltyl is what brings problems?"
"1624","pregnancy after IUD removal mirena?"
"1625","Extranase he causes of eczema?"
"1626","Calcium is it effective against cramps?"
"1627","I wonder if quelq'un has already taken the pulsatilla to combat shyness?"
"1628","I just take 10 europhytose to calm my depression. is it serious ?"
"1629","What to do in case of overdose IMOVANE?"
"1630","What is the effect tahor term?"
"1631","The Magnevie B6 Express is marked ""not suitable for pregnant or lactating women."" Do you know what justifies this restriction?"
"1632","48h after my 2nd reminder Revaxis vaccine, I had a fever with a cold and cough. has anyone had similar symptoms following a vaccination?"
"1633","I wish I knew if Differin ointment against pimples were dangerous in case I get pregnant?"
"1634","flu vaccine child ??"
"1635","What is Diane 35?"
"1636","Seropram who can tell me about the practical effects?"
"1637","Bleeding under jasminelle they are legion?"
"1638","When prescribing Seroxat?"
"1639","What is the indication of a prescription and novatrex spéciafoldine?"
"1640","Can we deliver eye drops (the cebesine) on a classic prescription for a patient?"
"1641","What advise constipated patient who exceeds the maximum daily dose of lactulose?"
"1642","Seropram: how many drops / day?"
"1643","I have a patient who underwent a lung transplant in October 2016 between house rehabilitation but is still on oxygen and I need your advice to her chapped lips, because you can not apply fats, what can I give her?"
"1644","abilify insomnia forever?"
"1645","Please you are there ways to return to a normal sex drive despite the ad-taking and anxios?"
"1646","Continuous taking venlafaxine (Effexor ™) she can make a person tired?"
"1647","have you had any side effects after taking NorLevo?"
"1648","triella secondary effects?"
"1649","What are the different side effects of alprazolam?"
"1650","xanax 0.25: addiction?"
"1651","Adepal recovery?"
"1652","infanrixquinta what side effects?"
"1653","zyprexa is what causes a ""requiem for a dream""?"
"1654","I have a copper IUD nt380 for 6 months, I took pdt three days of ibuprofen are t he loss of effect?"
"1655","What is the vaccine against papilloma virus?"
"1656","I take Minesse from 1 and a half months. I feel side effects, is can I stop the board in the middle?"
"1657","Which vaccine is prohibited in case of HYDREA taken?"
"1658","Seroxat, information"
"1659","lasilix: what management plan?"
"1660","Must adapt Vimpat doses in renal failure?"
"1661","Does the Seroplex causes anxiety?"
"1662","you know if I can earn 2 jasmine plate without interruption in order to not have my rules?"
"1663","cefpodoxime mylan allergy?"
"1664","if you are allergic to Bactrim, is what we can take oflocet?"
"1665","Seroxat and Librax?"
"1666","Does Naproxen Sodium EG contains cortisone?"
"1667","I got an IUD there 10 days and I have pain and light bleeding. is there anyone could tell me if this is normal ??"
"1668","how long the side effects of Seroxat?"
"1669","Have you ever been in déagréements leeloo gen, which?"
"1670","What is the 6mg Valium?"
"1671","do you know the dépamide?"
"1672","Vitamin C strains the liver. What do you think ?"
"1673","I made myself vaccinated against influenza. I got a little allergy, meaning that when I fall asleep it's like losing consciousness. what to do?"
"1674","es that my cycle may be changed because of the delay of the pill daily gen?"
"1675","Trivastal to cut hunger ??"
"1676","I saw a neuro who put me on magnespasmyl and I wonder if I should take the morning or afternoon?"
"1677","Valdoxan is it an antipsychotic?"
"1678","hello, I decided to stop taking the Seroxat (I took a day) the first week is chaotic I feel always tired and I took dice dizziness I turn the head . in fact I feel it's my eyes that fail to follow the movement of my head .. it's unbearable and gives me the impression of being always pissed! this is normal and these effects will they faded? Thank you for your answers!"
"1679","Seropram it is the tablet divisible?"
"1680","pregnant under treatment gardenal 50mg?"
"1681","ANDROCUR he exists in Switzerland ??"
"1682","doliprane would not be a medication that could affect the operation of the pill?"
"1683","regularly suffering from insomnia, I use for some time quieta (the DOLISOS brand) does anyone know this?"
"1684","I took the lomexin (eggs) there two weeks ago and I'm pretty sure of being pregnant, it s bad for the embryo?"
"1685","hello, I slept there two days with my boyfriend, and we had more unprotected sex. tonight I do not sleep with me and I forgot my pill, can I take it from a friend who takes optilova as I take leelo gen? what if not?"
"1686","somebody there any information on the secondary effects of Mivacron outpatient surgery?"
"1687","I pren of faith seresta 3 a day and I desire to have a baby ds the year; Is it risky for the baby ??"
"1688","How long does it take for bilaska take effect?"
"1689","effexor + alprazolam are associable ??"
"1690","luteran 20 a pill?"
"1691","Is Abilify 5mg tablets can cause weight gain?"
"1692","The vaccine is ror it mixed with other vaccines?"
"1693","I am under depakote 750mg and I wonder if it's possible to take 750mg in a single dose in the evening?"
"1694","I take the pill BELARA since about 1 year short of that period I gained 10 kilos. Does someone there already been dan smon case with this pill? they are those extra facil has perdrent next? .."
"1695","What if a patient under Aubagio has over 3 times normal transaminases?"
"1696","adverse reactions effexor?"
"1697","melody takes she continuously?"
"1698","do the Chibro Cadron (local corticosteroid and antibiotic as eye drops) should not be used if a wound on the eyelids?"
"1699","my daughter should stop effexor in the summer, but how should it go about it? suddenly or very very slowly?"
"1700","What use has the Seropram?"
"1701","i stop my pill last week I had my regles.je have resumed on Wednesday and Thursday mé completemen zapped Friday Saturday and Sunday i had not proteger..quels report are the risks?"
"1702","For Stilnox i doubt with the new legislation: if the dosage is 2 per day for 28days given 4 boxes?"
"1703","Seroplex: start at 30mg?"
"1704","amoxicillin 500mg daily dose .. 2 compressed ??"
"1705","my husband is suffering from hives, it takes an anti-histamine, or he would try homeopathy. What can he do?"
"1706","I want to take ths. Takes do we weight with ths?"
"1707","5. I take luteran more rules but this is qi'il contraceptive ??"
"1708","my psychiatrist just lowered myself sertraline 25 mg and 10 mg abilify. I still have no memory and emotions. Is this normal?"
"1709","Why indications Mometasone TEVA Nasonex and those are not the same?"
"1710","I had changed the generic pill diane 35 and after this change, penetration became very painful (brulûre). someone he had this problem? the pill could be the cause?"
"1711","I had unprotected sex Friday, I forgot to take the pill on Friday and Saturday, so 2 oblivion. But Sunday morning I took two pills that I had forgotten. Is there a risk of pregnancy?"
"1712","Can we deliver drops to a patient in cases of mild ear pain?"
"1713","I suffer from mild but very persistent problems in the beard. doctors are of no use to me, then I seek an answer elsewhere, trails to follow .. anything that can help me."
"1714","What is the maximum dose mantadix?"
"1715","peak left under Cerazette and Implanon ??"
"1716","cialis and others are t he risk of addiction?"
"1717","I wanted chained two plates of jasmine but I took one white tablet prior to chain the second wafer. so I have not had my period. 4jrs after I had unprotected sex. I have risk of getting pregnant?"
"1718","price cycléane 20?"
"1719","Elma ointment: plug"
"1720","Can I reuse an open gel voltaren ago 2 months?"
"1721","I always cold, is it someone could help me?"
"1722","with sertraline there there's much difference between taking 50mg daily and 75mg?"
"1723","starting my pad Minesse I started to yellow tablet number 7 and not 1.that do now?"
"1724","The quitaxon what is it?"
"1725","I'm under Cerazette and 1 years I no longer have my rule and now I lose saletéees brown and a bit of blood, or that little ahead?"
"1726","What are the necessary precautions in Clozapine versus the risk of agranulocytosis?"
"1727","abilify side effects?"
"1728","My gygy my Stediril prescribed to take the 7th day of the cycle I do not know if I should take the 2nd box after the other or wait for the new cycle"
"1729","Mildac is it used for generalized anxiety disorder?"
"1730","do the Seroplex prevents sleep?"
"1731","outdated smecta: risks?"
"1732","is my command birodogyl the antibiotic. ke is this antibiotic is to keep in the fridge?"
"1733","dostinex and blood pressure?"
"1734","he hiccups can be caused by Lozazepam?"
"1735","I'm on the pill Qlaira. Do you know this pill?"
"1736","I suffer from toothache. is that I can take di-antalvic?"
"1737","I have already started my phyto way, I took the gemmotherapy, I also try essential oils. you would other tracks?"
"1738","I use Trinordiol pill. if I understood by reading other posts, if I want to chain two consecutive months without my rêgles sufficient that after the last tablet of my plate, I take the pill No. 21 of the new, the day after the end of the first, and then after I continues in descending order: 21> 20> 19> ..> 5> 4> 3> 2> 1 ?? and then at the end of the second I could make again a break of 7 days?"
"1739","vaccine and alcohol: compatible?"
"1740","is it that I can take St. John's wort in addition to antidepressant inhibitor of serotonin and norepinephrine (remergon ineffective) and an atypical neuroleptic: abilify?"
"1741","St. John's wort does it help your memory?"
"1742","What plant can relieve gall bladder?"
"1743","jasminelle pill: you take for an acne problem ,?"
"1744","or find carbopol gel?"
"1745","What is the dosage form of Zolmitriptan Biogaran?"
"1746","I have panic attacks as sertraline, what to do?"
"1747","are there any ""alternative treatments"" that can be taken in place of doxy when you are pregnant (or cream on the face it enough to cure the acne)? and what to replace slimming products?"
"1748","Seropram drops and weaning?"
"1749","Levothyrox and pregnancy !! ??"
"1750","the rudivax is to do all how long?"
"1751","I was leaving my plate and I forgot. should we take precautions for the coming days?"
"1752","I take every evening ""Amisulpride 100mg mylan"" and I wonder if I should not take coffee?"
"1753","naprosyn and hta"
"1754","Seropram in asthmatic?"
"1755","I arrived at half the jasminelle plate and then I really got my period that lasted one good week. Conclusion: I finished my plate but I will not have my period since I had last week. According to you, is that I can bind directly with the next pack for my period in three weeks?"
"1756","hello, I have stopped my Adepal pill because it does not suit me, in order to change the pill. I stop one week before the end, and a few days before that stop I began to have losses style white egg, which I'd never been on the pill does. again I do not have my period 4d after stopping can I still take my new pill?"
"1757","rubozinc and pregnancy?"
"1758","Prothiaden?"
"1759","Is this normal of losing weight with the Seropram?"
"1760","Can I apply Oestrogel on my breasts?"
"1761","What sandostatin?"
"1762","What is the dosage form Movicol?"
"1763","alcohol and antibiotic?"
"1764","eclaran: allergy?"
"1765","my daughter takes prednisolone. I dde pourwquoi c corticoide put the medic, are t he report with corticoid ??"
"1766","I suffer from generalized anxiety, I wonder if the beta blocker can reduce this anxiety state (mental and physical) in addition to an ad?"
"1767","I forgot to take my pill varnoline then I had unprotected sex: it is huge risk?"
"1768","Interactions between paroxetine and paracetamol?"
"1769","What is the pharmacological class of amitriptyline?"
"1770","I take trandate for hypertension me to my third pregnancy, are you it was a risk?"
"1771","how long to stay in doxycycline for acne?"
"1772","ANDROCUR provames + ??"
"1773","it is a homeopathic vaccine?"
"1774","Which essential oils can be used, in patients with epilepsy as mosquito repellent without cons-indications?"
"1775","I am under Ludéal gen for about 1 year and I found a decreased sex drive. what do you recommend?"
"1776","With current MICROVAL and I have not had my period this month, is this normal?"
"1777","who can tell me about the Seroplex?"
